"labCode","siteName","long","lat","c14date","c14std","material","country","dataorigin","ID","siteID"
"Pta-9167","Basinghall",27.133,-23.513,870,45,"charcoal","Botswana","SARD",1,70
"Pta-9169","Basinghall",27.133,-23.513,760,50,"charcoal","Botswana","SARD",2,70
"Pta-9303","Basinghall",27.13,-23.51,300,15,"charcoal","Botswana","SARD",3,70
"Pta-9392","Basinghall",27.133,-23.513,1010,40,"charcoal","Botswana","SARD",4,70
"Pta-9442","Basinghall",27.133,-23.513,670,50,"charcoal","Botswana","SARD",5,70
"UGAMS-03982","Basinghall",27.13,-23.51,315,25,"","Botswana","SARD",6,70
"Pta-5947","Beauley",28.97,-23.12,850,50,"charcoal","South Africa","SARD",7,73
"Pta-5948","Beauley",28.97,-23.12,1120,50,"charcoal","South Africa","SARD",8,73
"Pta-5951","Beauley",28.97,-23.12,1135,50,"wood","South Africa","SARD",9,73
"I-12708","Bisoli",27.6,-21.02,1240,80,"charcoal","Botswana","SARD",10,84
"Wits-1099","Bisoli",27.6,-21.02,1340,60,"charcoal","Botswana","SARD",11,84
"Pta-2849","Blaauwbank Donga (RU 7/78)",27.79,-24.81,370,30,"charcoal","South Africa","SARD",12,85
"Pta-162","Blackburn Ridge",31.064,-29.691,900,40,"charcoal","South Africa","SARD",13,86
"Pta-7273","Blyklip",29.283,-22.317,330,40,"charcoal","South Africa","SARD",14,87
"Pta-7280","Blyklip",29.283,-22.317,340,45,"charcoal","South Africa","SARD",15,87
"Beta-62740","Bobonong Road",28.8,-22.25,810,70,"charcoal","Botswana","SARD",16,89
"Pta-703","Border Cave",31.983,-27.017,500,45,"plant remains","South Africa","SARD",17,92
"Pta-715","Border Cave",31.983,-27.017,440,60,"plant remains","South Africa","SARD",18,92
"Beta-159776","Bosutswe",26.611,-21.953,400,50,"","Botswana","SARD",19,93
"Beta-159777","Bosutswe",26.611,-21.953,370,50,"","Botswana","SARD",20,93
"Beta-159778","Bosutswe",26.611,-21.953,570,60,"","Botswana","SARD",21,93
"Beta-159779","Bosutswe",26.611,-21.953,590,60,"","Botswana","SARD",22,93
"Beta-159780","Bosutswe",26.611,-21.953,850,40,"","Botswana","SARD",23,93
"Beta-159781","Bosutswe",26.611,-21.953,830,70,"","Botswana","SARD",24,93
"Beta-171912","Bosutswe",26.611,-21.953,740,60,"","Botswana","SARD",25,93
"Beta-171913","Bosutswe",26.611,-21.953,970,60,"","Botswana","SARD",26,93
"Beta-171914","Bosutswe",26.611,-21.953,470,60,"","Botswana","SARD",27,93
"Beta-171915","Bosutswe",26.611,-21.953,660,60,"","Botswana","SARD",28,93
"Beta-171916","Bosutswe",26.611,-21.953,360,60,"","Botswana","SARD",29,93
"Beta-171917","Bosutswe",26.611,-21.953,950,60,"","Botswana","SARD",30,93
"TX-6967","Bosutswe",26.611,-21.953,590,70,"","Botswana","SARD",31,93
"TX-6981","Bosutswe",26.611,-21.953,900,70,"","Botswana","SARD",32,93
"TX-6982","Bosutswe",26.611,-21.953,1170,80,"","Botswana","SARD",33,93
"TX-6983","Bosutswe",26.611,-21.953,680,70,"","Botswana","SARD",34,93
"TX-6985","Bosutswe",26.611,-21.953,1070,60,"","Botswana","SARD",35,93
"TX-6987","Bosutswe",26.611,-21.953,850,70,"","Botswana","SARD",36,93
"TX-6988","Bosutswe",26.611,-21.953,520,60,"","Botswana","SARD",37,93
"TX-6991","Bosutswe",26.611,-21.953,1400,60,"","Botswana","SARD",38,93
"TX-6992","Bosutswe",26.611,-21.953,1200,60,"","Botswana","SARD",39,93
"TX-6993","Bosutswe",26.611,-21.953,1020,70,"","Botswana","SARD",40,93
"TX-6994","Bosutswe",26.611,-21.953,1370,60,"","Botswana","SARD",41,93
"TX-6995","Bosutswe",26.611,-21.953,1070,60,"","Botswana","SARD",42,93
"TX-6996","Bosutswe",26.611,-21.953,980,80,"","Botswana","SARD",43,93
"TX-6997","Bosutswe",26.611,-21.953,1230,60,"","Botswana","SARD",44,93
"Beta-93179","Break Pressure Tank",27.58,-22.24,1100,60,"","Botswana","SARD",45,94
"Beta-93180","Break Pressure Tank",27.58,-22.24,890,70,"","Botswana","SARD",46,94
"Wits-837","Broadhurst",25.95,-24.533,590,50,"charcoal","Botswana","SARD",47,95
"Fra-82","Broederstroom",27.835,-25.769,1450,100,"charcoal","South Africa","SARD",48,96
"Fra-84","Broederstroom",27.835,-25.769,290,100,"charcoal","South Africa","SARD",49,96
"Fra-85","Broederstroom",27.835,-25.769,1360,100,"charcoal","South Africa","SARD",50,96
"Fra-88","Broederstroom",27.835,-25.769,1320,100,"charcoal","South Africa","SARD",51,96
"KN-2641","Broederstroom",27.835,-25.769,1350,80,"charcoal","South Africa","SARD",52,96
"KN-2642","Broederstroom",27.835,-25.769,330,50,"charcoal","South Africa","SARD",53,96
"KN-2643","Broederstroom",27.835,-25.769,1600,50,"charcoal","South Africa","SARD",54,96
"KN-2644","Broederstroom",27.835,-25.769,1570,65,"charcoal","South Africa","SARD",55,96
"Pta-1343","Broederstroom",27.835,-25.769,1300,40,"bone","South Africa","SARD",56,96
"Pta-1375","Broederstroom",27.84,-25.77,1540,40,"charcoal","South Africa","SARD",57,96
"Pta-1384","Broederstroom",27.835,-25.769,1220,40,"bone","South Africa","SARD",58,96
"RL-351","Broederstroom",27.835,-25.769,1520,110,"charcoal","South Africa","SARD",59,96
"UCLA-1791A","Broederstroom",27.835,-25.769,1460,50,"charcoal","South Africa","SARD",60,96
"UCLA-1791B","Broederstroom",27.835,-25.769,1490,50,"charcoal","South Africa","SARD",61,96
"Wits-1474","Broederstroom",27.835,-25.769,1335,60,"","South Africa","SARD",62,96
"Wits-781a","Broederstroom",27.835,-25.769,1530,50,"charcoal","South Africa","SARD",63,96
"Wits-870","Broederstroom",27.835,-25.769,1440,50,"charcoal","South Africa","SARD",64,96
"Pta-2166","Buffelshoek",27.369,-26.796,350,30,"","South Africa","SARD",65,97
"Pta-2380","Buffelshoek",27.369,-26.796,300,50,"","South Africa","SARD",66,97
"Pta-8949","Burgersfort",30.32,-24.68,1320,50,"charcoal","South Africa","SARD",67,99
"St-8873","Caimane",32.13,-26.32,880,210,"charcoal","Mozambique","SARD",68,100
"St-8874","Caimane",32.13,-26.32,715,90,"plant remains","Mozambique","SARD",69,100
"ETH-5127","Camp Workings (Rooiberg Valley)",27.77,-24.8,395,55,"charcoal","South Africa","SARD",70,101
"GrN-5138","Camp Workings (Rooiberg Valley)",27.77,-24.8,435,45,"wood","South Africa","SARD",71,101
"GrN-5022","Castle Cavern",31.042,-26.195,1535,30,"charcoal","Swaziland","SARD",72,104
"GrN-5315","Castle Cavern",31.042,-26.195,1550,30,"charcoal","Swaziland","SARD",73,104
"Y-1712","Castle Cavern",31.042,-26.195,1550,60,"charcoal","Swaziland","SARD",74,104
"Y-1995","Castle Cavern",31.042,-26.195,1430,100,"charcoal","Swaziland","SARD",75,104
"SR-177","Chedzurgwe",29.62,-16.78,415,120,"charcoal","Zimbabwe","SARD",76,110
"SR-179","Chedzurgwe",29.62,-16.78,350,120,"charcoal","Zimbabwe","SARD",77,110
"SR-180","Chedzurgwe",29.62,-16.78,550,95,"charcoal","Zimbabwe","SARD",78,110
"R-1325","Chibuene",35.422,-22.237,1180,50,"","Mozambique","SARD",79,113
"St-8493","Chibuene",35.422,-22.237,665,80,"","Mozambique","SARD",80,113
"St-8494","Chibuene",35.422,-22.237,1270,80,"","Mozambique","SARD",81,113
"St-8495a","Chibuene",35.422,-22.237,1400,85,"","Mozambique","SARD",82,113
"St-8495b","Chibuene",35.422,-22.237,1080,80,"","Mozambique","SARD",83,113
"St-8496","Chibuene",35.422,-22.237,1155,85,"","Mozambique","SARD",84,113
"Ua-12267","Chibuene",35.422,-22.237,1225,70,"","Mozambique","SARD",85,113
"Ua-16266","Chibuene",35.422,-22.237,305,65,"","Mozambique","SARD",86,113
"Ua-16268","Chibuene",35.422,-22.237,1005,70,"","Mozambique","SARD",87,113
"Ua-16269","Chibuene",35.422,-22.237,890,50,"","Mozambique","SARD",88,113
"Ua-16270","Chibuene",35.422,-22.237,1235,50,"","Mozambique","SARD",89,113
"Ua-16271","Chibuene",35.422,-22.237,1105,70,"","Mozambique","SARD",90,113
"Ua-16272","Chibuene",35.422,-22.237,1410,75,"","Mozambique","SARD",91,113
"Wk-40712","Chicaza",35.25,-12.89,489,35,"bone","Mozambique","SARD",92,114
"St-8590","Chongoene",33.8,-25.02,880,100,"charcoal","Mozambique","SARD",93,119
"SR-119","Cighwa",30.88,-20.35,1540,95,"charcoal","Zimbabwe","SARD",94,124
"Pta-3732","Denver Farm, Lukwe River",28.52,-20.03,1130,40,"","Zimbabwe","SARD",95,139
"Beta-13264","Divuyu",21.736,-18.759,1330,60,"","Botswana","SARD",96,142
"Beta-13265","Divuyu",21.736,-18.759,1330,60,"","Botswana","SARD",97,142
"Beta-13266","Divuyu",21.736,-18.759,1190,70,"","Botswana","SARD",98,142
"Beta-13267","Divuyu",21.736,-18.759,1220,70,"","Botswana","SARD",99,142
"Beta-13268","Divuyu",21.736,-18.759,1400,70,"","Botswana","SARD",100,142
"Beta-13269","Divuyu",21.736,-18.759,1370,60,"","Botswana","SARD",101,142
"I-13560","Domboshaba",27.36,-20.6,450,80,"","Botswana","SARD",102,143
"I-13746","Domboshaba",27.36,-20.6,1150,80,"","Botswana","SARD",103,143
"Wits-1216","Domboshaba",27.36,-20.6,490,50,"","Botswana","SARD",104,143
"Wits-1376","Domboshaba",27.36,-20.6,510,70,"","Botswana","SARD",105,143
"Wits-1395","Domboshaba",27.36,-20.6,470,70,"","Botswana","SARD",106,143
"Pta-4138","Doornpoort",26.962,-28.613,340,45,"charcoal","South Africa","SARD",107,146
"Wits-1599","Dzata",30.15,-22.867,260,70,"","South Africa","SARD",108,147
"Wits-1665","Dzata",30.15,-22.867,290,50,"","South Africa","SARD",109,147
"Wits-1668","Dzata",30.15,-22.867,320,40,"","South Africa","SARD",110,147
"Pta-7279","Edmondsburg",29.283,-22.317,850,50,"charcoal","South Africa","SARD",111,150
"Pta-7450","Edmondsburg",29.283,-22.317,1040,40,"charcoal","South Africa","SARD",112,150
"Pta-1522","Eiland",30.633,-23.767,850,50,"","South Africa","SARD",113,152
"Pta-1524","Eiland",30.633,-23.767,1680,40,"charcoal","South Africa","SARD",114,152
"Pta-1607","Eiland",30.633,-23.767,1560,30,"charcoal","South Africa","SARD",115,152
"Pta-1608","Eiland",30.633,-23.767,1630,30,"charcoal","South Africa","SARD",116,152
"Pta-1668","Eiland",30.633,-23.767,1000,55,"","South Africa","SARD",117,152
"Pta-1745","Eiland",30.633,-23.767,825,50,"","South Africa","SARD",118,152
"Wits-764","Eiland",30.633,-23.767,1460,40,"charcoal","South Africa","SARD",119,152
"AA-77934","Elandsberg ledge",27.7,-24.71,373,32,"charcoal","South Africa","SARD",120,153
"Pta-2879","Emberton Way",31.101,-29.703,1050,60,"charcoal","South Africa","SARD",121,156
"Pta-2880","Emberton Way",31.101,-29.703,1130,40,"charcoal","South Africa","SARD",122,156
"Pta-2881","Emberton Way",31.101,-29.703,1270,60,"charcoal","South Africa","SARD",123,156
"Pta-1847","Enkwazini",32.511,-28.182,1650,50,"charcoal","South Africa","SARD",124,162
"Pta-1977","Enkwazini",32.511,-28.182,1540,60,"charcoal","South Africa","SARD",125,162
"Pta-2485","Enkwazini",32.511,-28.182,300,50,"charcoal","South Africa","SARD",126,162
"Wits-780","Ficus",29.17,-24.15,390,50,"charcoal","South Africa","SARD",127,166
"Wits-781b","Ficus",29.17,-24.15,1080,40,"charcoal","South Africa","SARD",128,166
"Wits-782","Ficus",29.17,-24.15,1400,40,"charcoal","South Africa","SARD",129,166
"Wits-787","Ficus",29.17,-24.15,460,50,"charcoal","South Africa","SARD",130,166
"Wits-888","Ficus",29.17,-24.15,1115,50,"charcoal","South Africa","SARD",131,166
"SR-26","Gokomere Tunnel Site",30.78,-19.96,1420,120,"","Zimbabwe","SARD",132,182
"M-913","Great Zimbabwe",30.933,-20.271,1630,75,"charcoal","Zimbabwe","SARD",133,186
"M-914","Great Zimbabwe",30.933,-20.271,875,75,"charcoal","Zimbabwe","SARD",134,186
"M-915","Great Zimbabwe",30.933,-20.271,510,75,"charcoal","Zimbabwe","SARD",135,186
"Pta-1192","Great Zimbabwe",30.933,-20.271,640,40,"charcoal","Zimbabwe","SARD",136,186
"Pta-1208","Great Zimbabwe",30.933,-20.271,600,50,"charcoal","Zimbabwe","SARD",137,186
"Pta-1594","Great Zimbabwe",30.933,-20.271,640,40,"wood","Zimbabwe","SARD",138,186
"Pta-1983","Great Zimbabwe",30.933,-20.271,670,40,"charcoal","Zimbabwe","SARD",139,186
"Pta-1984","Great Zimbabwe",30.933,-20.271,850,50,"charcoal","Zimbabwe","SARD",140,186
"Pta-1985","Great Zimbabwe",30.933,-20.271,690,45,"charcoal","Zimbabwe","SARD",141,186
"Pta-1986","Great Zimbabwe",30.933,-20.271,640,45,"charcoal","Zimbabwe","SARD",142,186
"Pta-2423","Great Zimbabwe",30.933,-20.271,540,50,"charcoal","Zimbabwe","SARD",143,186
"Pta-2429","Great Zimbabwe",30.933,-20.271,540,40,"charcoal","Zimbabwe","SARD",144,186
"Pta-2693","Great Zimbabwe",30.933,-20.271,710,45,"charcoal","Zimbabwe","SARD",145,186
"Pta-2694","Great Zimbabwe",30.933,-20.271,700,40,"charcoal","Zimbabwe","SARD",146,186
"Pta-2704","Great Zimbabwe",30.933,-20.271,670,45,"plant remains","Zimbabwe","SARD",147,186
"Pta-2705","Great Zimbabwe",30.933,-20.271,760,50,"charcoal","Zimbabwe","SARD",148,186
"Pta-2706","Great Zimbabwe",30.933,-20.271,580,50,"charcoal","Zimbabwe","SARD",149,186
"Pta-2711","Great Zimbabwe",30.933,-20.271,370,50,"charcoal","Zimbabwe","SARD",150,186
"Pta-5970","Great Zimbabwe",30.933,-20.271,590,50,"charcoal","Zimbabwe","SARD",151,186
"Pta-745","Great Zimbabwe",30.933,-20.271,670,30,"charcoal","Zimbabwe","SARD",152,186
"Pta-792","Great Zimbabwe",30.933,-20.271,650,50,"wood","Zimbabwe","SARD",153,186
"SR-47","Great Zimbabwe",30.933,-20.271,570,90,"charcoal","Zimbabwe","SARD",154,186
"Wits-774","Great Zimbabwe",30.933,-20.271,600,40,"charcoal","Zimbabwe","SARD",155,186
"Pta-2414","Happy Rest",29.72,-23.03,1480,50,"charcoal","South Africa","SARD",156,198
"Pta-2421","Happy Rest",29.72,-23.03,1600,50,"charcoal","South Africa","SARD",157,198
"SR-25","Harleigh Farm",32.083333,-18.533333,650,120,"","Zimbabwe","SARD",158,199
"SR-70","Harleigh Farm",32.083333,-18.533333,610,90,"","Zimbabwe","SARD",159,199
"SR-71","Harleigh Farm",32.083333,-18.533333,440,90,"","Zimbabwe","SARD",160,199
"Pta-8864","Hoekfontein",27.969,-25.612,390,50,"bone","South Africa","SARD",161,200
"R-1326","Hola Hola",34.3,-21.29,1060,50,"bone","Mozambique","SARD",162,201
"Pta-1652","Icon",29.257,-22.431,620,50,"charcoal","South Africa","SARD",163,203
"Wits-1598","Ifafi 35/85",27.53,-25.45,440,30,"","South Africa","SARD",164,204
"Pta-5492","Inanda Quarry",30.914,-29.753,1580,50,"charcoal","South Africa","SARD",165,210
"Pta-0304","K2, Greefswald",29.383,-22.217,880,40,"charcoal","South Africa","SARD",166,222
"Pta-0305","K2, Greefswald",29.383,-22.217,890,50,"charcoal","South Africa","SARD",167,222
"Pta-0306","K2, Greefswald",29.383,-22.217,850,50,"charcoal","South Africa","SARD",168,222
"Pta-0307","K2, Greefswald",29.383,-22.217,930,45,"charcoal","South Africa","SARD",169,222
"Pta-1157","K2, Greefswald",29.383,-22.217,950,40,"plant remains","South Africa","SARD",170,222
"Pta-1214","K2, Greefswald",29.383,-22.217,980,40,"charcoal","South Africa","SARD",171,222
"Pta-1215","K2, Greefswald",29.383,-22.217,970,50,"charcoal","South Africa","SARD",172,222
"Pta-1226","K2, Greefswald",29.383,-22.217,950,50,"charcoal","South Africa","SARD",173,222
"Pta-2051","K2, Greefswald",29.383,-22.217,970,40,"bone","South Africa","SARD",174,222
"Pta-6064","K2, Greefswald",29.383,-22.217,880,50,"bone","South Africa","SARD",175,222
"Pta-6073","K2, Greefswald",29.383,-22.217,920,50,"bone","South Africa","SARD",176,222
"Pta-6080","K2, Greefswald",29.383,-22.217,940,50,"bone","South Africa","SARD",177,222
"Pta-6570","K2, Greefswald",29.383,-22.217,760,50,"bone","South Africa","SARD",178,222
"Pta-6576","K2, Greefswald",29.383,-22.217,1010,50,"bone","South Africa","SARD",179,222
"Pta-6680","K2, Greefswald",29.383,-22.217,1250,40,"bone","South Africa","SARD",180,222
"I-13523","Kgaswe",27.04,-22.52,960,80,"","Botswana","SARD",181,263
"I-13524","Kgaswe",27.04,-22.52,940,80,"","Botswana","SARD",182,263
"Pta-338","Kgopolwe (Phalaborwa)",31.091,-23.959,720,45,"","South Africa","SARD",183,264
"Pta-566","Kgopolwe (Phalaborwa)",31.091,-23.959,680,45,"bone","South Africa","SARD",184,264
"Y-1637","Kgopolwe (Phalaborwa)",31.091,-23.959,910,60,"","South Africa","SARD",185,264
"Y-1638","Kgopolwe (Phalaborwa)",31.091,-23.959,960,80,"","South Africa","SARD",186,264
"Y-1639","Kgopolwe (Phalaborwa)",31.091,-23.959,850,60,"","South Africa","SARD",187,264
"Y-1657","Kgopolwe (Phalaborwa)",31.091,-23.959,520,60,"charcoal","South Africa","SARD",188,264
"Y-1658","Kgopolwe (Phalaborwa)",31.091,-23.959,280,60,"charcoal","South Africa","SARD",189,264
"Y-1662","Kgopolwe (Phalaborwa)",31.091,-23.959,820,80,"","South Africa","SARD",190,264
"Pta-3093","Khartoum near Jacobsdal",24.75,-29.267,570,60,"","South Africa","SARD",191,265
"SR-117","Kinsale Farm",30.3,-20.3,1410,95,"charcoal","Zimbabwe","SARD",192,271
"Pta-1168","Klein Afrika",29.917,-22.917,1630,45,"charcoal","South Africa","SARD",193,287
"Pta-1320","Klein Afrika",29.917,-22.917,1430,40,"charcoal","South Africa","SARD",194,287
"Pta-1321","Klein Afrika",29.917,-22.917,1450,45,"charcoal","South Africa","SARD",195,287
"Pta-2415","Klein Afrika",29.917,-22.917,1540,50,"charcoal","South Africa","SARD",196,287
"Pta-2420","Klein Afrika",29.917,-22.917,1410,50,"charcoal","South Africa","SARD",197,287
"Pta-277","Klein Afrika",29.917,-22.917,260,50,"iron","South Africa","SARD",198,287
"Pta-8077","Kotha’s Field",31.489,-26.682,880,50,"charcoal","Swaziland","SARD",199,292
"Pta-8182","Kotha’s Field",31.489,-26.682,660,80,"charcoal","Swaziland","SARD",200,292
"Pta-6578","Kromdraai",30.2,-22.517,580,40,"bone","South Africa","SARD",201,296
"Pta-6755","Kromdraai",30.2,-22.517,625,20,"bone","South Africa","SARD",202,296
"Pta-6760","Kromdraai",30.2,-22.517,690,50,"bone","South Africa","SARD",203,296
"Pta-6773","Kromdraai",30.2,-22.517,810,50,"bone","South Africa","SARD",204,296
"Beta-296842","Kudumatse",27.14,-23.41,970,40,"","Botswana","SARD",205,298
"Pta-5865","Kulubele",27.83,-32.43,1250,40,"charcoal","South Africa","SARD",206,300
"Pta-6982","Kulubele",27.83,-32.43,1270,50,"charcoal","South Africa","SARD",207,300
"Wits-1918","KwaGandaganda",30.836,-29.679,1395,60,"charcoal","South Africa","SARD",208,305
"Wits-1919","KwaGandaganda",30.836,-29.679,1245,60,"charcoal","South Africa","SARD",209,305
"Wits-1920","KwaGandaganda",30.836,-29.679,1080,60,"charcoal","South Africa","SARD",210,305
"Wits-1937","KwaGandaganda",30.836,-29.679,1260,60,"charcoal","South Africa","SARD",211,305
"Wits-1938","KwaGandaganda",30.836,-29.679,1315,60,"charcoal","South Africa","SARD",212,305
"Beta-200556","Kwali Camp",31.87,-21.03,1240,70,"charcoal","Zimbabwe","SARD",213,310
"Beta-200557","Kwali Camp",31.87,-21.03,1320,40,"charcoal","Zimbabwe","SARD",214,310
"Beta-200558","Kwali Camp",31.87,-21.03,1490,60,"charcoal","Zimbabwe","SARD",215,310
"Pta-3346","Langubehla",31.167,-26.283,1620,50,"charcoal","Swaziland","SARD",216,321
"Pta-8772","Lebalelo",30.16,-24.57,1300,50,"charcoal","South Africa","SARD",217,326
"GrA-9011","Leokwe Hill",29.364,-22.218,890,40,"charcoal","South Africa","SARD",218,331
"Pta-7443","Leokwe Hill",29.364,-22.218,1000,60,"charcoal","South Africa","SARD",219,331
"Pta-7444","Leokwe Hill",29.364,-22.218,940,60,"charcoal","South Africa","SARD",220,331
"Pta-7449","Leokwe Hill",29.364,-22.218,980,50,"charcoal","South Africa","SARD",221,331
"Pta-7517","Leokwe Hill",29.364,-22.218,940,50,"charcoal","South Africa","SARD",222,331
"Pta-7563","Leokwe Hill",29.364,-22.218,880,25,"wood","South Africa","SARD",223,331
"Pta-7578","Leokwe Hill",29.364,-22.218,890,20,"wood","South Africa","SARD",224,331
"Pta-7665","Leokwe Hill",29.364,-22.218,950,50,"wood","South Africa","SARD",225,331
"Pta-7669","Leokwe Hill",29.364,-22.218,910,40,"wood","South Africa","SARD",226,331
"I-4862","Leopard's Kopje Main Kraal",28.43,-20.12,1130,95,"","Zimbabwe","SARD",227,332
"SR-225","Leopard's Kopje Main Kraal",28.43,-20.12,1280,90,"","Zimbabwe","SARD",228,332
"SR-55","Leopard's Kopje Main Kraal",28.43,-20.12,1250,110,"","Zimbabwe","SARD",229,332
"Beta-80095","Letsibogo 106",27.71,-21.84,1360,50,"","Botswana","SARD",230,333
"Beta-80984","Letsibogo 109",27.71,-21.84,1220,60,"","Botswana","SARD",231,334
"Beta-80985","Letsibogo 110",27.71,-21.84,370,90,"","Botswana","SARD",232,335
"Beta-80986","Letsibogo 125",27.71,-21.84,710,60,"","Botswana","SARD",233,336
"Beta-81224","Letsibogo 127",27.71,-21.84,360,70,"","Botswana","SARD",234,337
"Beta-29951","Letsibogo 19",27.71,-21.84,1100,50,"","Botswana","SARD",235,338
"Beta-80092","Letsibogo 2",27.71,-21.84,360,70,"","Botswana","SARD",236,339
"Beta-81225","Letsibogo 26",27.71,-21.84,280,70,"","Botswana","SARD",237,340
"Beta-81196","Letsibogo 30A",27.71,-21.84,1220,50,"","Botswana","SARD",238,341
"Beta-80979","Letsibogo 4",27.71,-21.84,480,60,"","Botswana","SARD",239,342
"Beta-80094","Letsibogo 79A",27.71,-21.84,400,70,"","Botswana","SARD",240,343
"Beta-80982","Letsibogo 79B",27.71,-21.84,450,50,"","Botswana","SARD",241,344
"Beta-80983","Letsibogo 86",27.71,-21.84,550,70,"","Botswana","SARD",242,345
"BRAMS-2613","Likoaeng",28.763,-29.736,1481,27,"lipids","Lesotho","SARD",243,346
"Y-1635","Lolwe Mine (Phalaborwa)",31.091,-23.959,950,60,"charcoal","South Africa","SARD",244,350
"Y-1636","Lolwe Mine (Phalaborwa)",31.091,-23.959,1180,80,"charcoal","South Africa","SARD",245,350
"Beta-24514","Lose Hill",26.909,-22.949,920,70,"","Botswana","SARD",246,352
"Beta-24515","Lose Hill",26.909,-22.949,690,60,"","Botswana","SARD",247,352
"Beta-24516","Lose Hill",26.909,-22.949,730,50,"","Botswana","SARD",248,352
"Beta-24518","Lose Hill",26.909,-22.949,750,60,"","Botswana","SARD",249,352
"Beta-24519","Lose Hill",26.909,-22.949,1070,60,"","Botswana","SARD",250,352
"Beta-11113","Lujojozi 3027",28.75,-32.2,1240,70,"charcoal","South Africa","SARD",251,358
"Beta-11114","Lujojozi 3027",28.75,-32.2,1480,100,"charcoal","South Africa","SARD",252,358
"Pta-1634","Lydenburg Heads",30.49,-25.11,1410,50,"charcoal","South Africa","SARD",253,366
"Pta-328","Lydenburg Heads",30.49,-25.11,1460,50,"charcoal","South Africa","SARD",254,366
"Pta-2105","Mabveni",30.47,-20.37,1365,30,"charcoal","Zimbabwe","SARD",255,370
"SR-43","Mabveni",30.47,-20.37,1770,120,"charcoal","Zimbabwe","SARD",256,370
"SR-79","Mabveni",30.47,-20.37,1380,110,"charcoal","Zimbabwe","SARD",257,370
"Pta-3248","Machemma Ruins",29.617,-22.733,480,45,"charcoal","South Africa","SARD",258,373
"Pta-3761","Machemma Ruins",29.617,-22.733,370,45,"charcoal","South Africa","SARD",259,373
"Pta-4076","Machemma Ruins",29.617,-22.733,550,50,"charcoal","South Africa","SARD",260,373
"Pta-4078","Machemma Ruins",29.617,-22.733,380,40,"charcoal","South Africa","SARD",261,373
"Pta-2874","Magogo",30.396,-28.983,1360,50,"charcoal","South Africa","SARD",262,377
"Pta-2875","Magogo",30.396,-28.983,1190,50,"charcoal","South Africa","SARD",263,377
"Pta-5291","Magozastad",26.28,-25.55,330,20,"charcoal","South Africa","SARD",264,378
"Pta-5416","Magozastad",26.28,-25.55,400,50,"charcoal","South Africa","SARD",265,378
"Pta-5649","Magozastad",26.28,-25.55,280,40,"charcoal","South Africa","SARD",266,378
"Pta-7285","Magozastad",26.28,-25.55,300,50,"charcoal","South Africa","SARD",267,378
"Pta-7533","Maguga Dam",31.249,-26.064,570,50,"","Swaziland","SARD",268,379
"Pta-6149","Makahane",31.058,-22.488,500,25,"charcoal","South Africa","SARD",269,382
"Pta-6151","Makahane",31.058,-22.488,710,45,"charcoal","South Africa","SARD",270,382
"Pta-6152","Makahane",31.058,-22.488,790,50,"charcoal","South Africa","SARD",271,382
"Pta-6153","Makahane",31.058,-22.488,900,50,"charcoal","South Africa","SARD",272,382
"Pta-6310","Makahane",31.058,-22.488,840,50,"charcoal","South Africa","SARD",273,382
"Pta-6312","Makahane",31.058,-22.488,910,40,"charcoal","South Africa","SARD",274,382
"Pta-6313","Makahane",31.058,-22.488,910,40,"charcoal","South Africa","SARD",275,382
"Beta-18637","Makodu",27.64,-22.75,1030,70,"","Botswana","SARD",276,384
"Beta-18638","Makodu",27.64,-22.75,1070,60,"","Botswana","SARD",277,384
"Beta-18639","Makodu",27.64,-22.75,1290,60,"","Botswana","SARD",278,384
"Beta-18640","Makodu",27.64,-22.75,1110,90,"","Botswana","SARD",279,384
"Beta-18641","Makodu",27.64,-22.75,1200,60,"","Botswana","SARD",280,384
"Beta-18642","Makodu",27.64,-22.75,1070,80,"","Botswana","SARD",281,384
"I-14725","Makodu",27.64,-22.75,1070,80,"","Botswana","SARD",282,384
"I-14726","Makodu",27.64,-22.75,1080,80,"","Botswana","SARD",283,384
"I-14727","Makodu",27.64,-22.75,1140,80,"","Botswana","SARD",284,384
"I-14728","Makodu",27.64,-22.75,1050,80,"","Botswana","SARD",285,384
"Pta-4093","Mamba Confluence",31.047,-28.943,1390,50,"charcoal","South Africa","SARD",286,392
"Pta-4114","Mamba Confluence",31.047,-28.943,1300,50,"bone","South Africa","SARD",287,392
"Pta-4132","Mamba Confluence",31.047,-28.943,1290,50,"bone","South Africa","SARD",288,392
"Pta-4137","Mamba Confluence",31.047,-28.943,1300,50,"bone","South Africa","SARD",289,392
"Pta-4164","Mamba Confluence",31.047,-28.943,1170,60,"bone","South Africa","SARD",290,392
"Pta-0768","Mapungubwe",29.373,-22.208,1030,50,"charcoal","South Africa","SARD",291,400
"Pta-1145","Mapungubwe",29.373,-22.208,880,40,"charcoal","South Africa","SARD",292,400
"Pta-1156","Mapungubwe",29.373,-22.208,860,40,"charcoal","South Africa","SARD",293,400
"Pta-1158","Mapungubwe",29.373,-22.208,850,50,"charcoal","South Africa","SARD",294,400
"Pta-1159","Mapungubwe",29.373,-22.208,840,40,"charcoal","South Africa","SARD",295,400
"Pta-1209","Mapungubwe",29.373,-22.208,770,50,"charcoal","South Africa","SARD",296,400
"Pta-2023","Mapungubwe",29.373,-22.208,930,40,"wood","South Africa","SARD",297,400
